Time;Push Pull #1 (14649);Push Pull #1 (14649) - Setpoint;Push Pull #1 (10);Push Pull #1 (10) - Setpoint;Flow Unit #1 [Push Pull #1 (14649)];Flow Unit #1 [Push Pull #1 (14649)] - Setpoint;Flow Unit #1 [Push Pull #1 (14649)] - Air detected;Link (12501) TTL #1 - Event;Link (12501) TTL #1 - Mode;Link (12501) TTL #2 - Event;Link (12501) TTL #2 - Mode;Link (1) TTL #1 - Event;Link (1) TTL #1 - Mode;Link (1) TTL #2 - Event;Link (1) TTL #2 - Mode
2024-04-06 14:43:40.394;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.505;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.599;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.694;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.788;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.900;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.995;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.090;-10.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.200;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.295;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.391;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.501;-10.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.595;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.689;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.798;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:41.893;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.002;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.098;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.194;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.290;-10.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.401;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.493;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.604;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.697;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.791;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.900;-210.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:42.994;-223.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.102;-238.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.197;-249.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.292;-258.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.399;-268.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.494;-277.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.603;-285.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.698;-294.8;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.794;-302.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:43.905;-311.8;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.001;-320.0;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:44.097;-327.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.203;-334.5;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.297;-342.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.390;-348.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.501;-355.4;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:44.596;-361.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.692;-367.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.803;-374.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.896;-381.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:44.992;-386.3;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:45.101;-392.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.196;-397.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.291;-402.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.403;-409.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.497;-414.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.590;-417.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.699;-422.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.793;-427.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.889;-431.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:45.998;-436.1;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.094;-438.7;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:46.189;-444.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.301;-448.8;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.395;-453.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.490;-455.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.603;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.697;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.793;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:46.889;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.001;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.097;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.192;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.288;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.399;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.494;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.590;-458.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.702;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.797;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:47.892;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.003;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.098;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.192;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.302;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.397;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.504;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.599;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.695;-458.2;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:48.790;-458.2;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.901;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:48.996;-458.2;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:49.092;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.204;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.298;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.393;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.504;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.599;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.693;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.804;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.900;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:49.994;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.106;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.200;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.296;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.391;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.502;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.597;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.691;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.802;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.897;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:50.992;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.104;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.199;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.294;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.389;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.500;-457.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.594;-457.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.690;-457.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.802;-457.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.898;-457.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:51.994;-457.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.089;-438.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.200;0.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.293;1.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.404;0.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.499;1.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.593;0.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.705;0.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:52.801;0.6;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:52.897;0.6;0.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
